,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,release_year
Hope - Acappella Version,0.686,0.328,11,-15.658,0,0.945,0.384,0.0,0.302,0.62,83.871,185493,2007
You Can't Stop Us Now,0.76,0.673,10,-8.51,0,0.244,0.0261,0.0,0.315,0.334,90.502,185000,2008
Fried Chicken,0.68,0.814,2,-4.634,1,0.241,0.116,0.0,0.0385,0.815,95.344,170120,2008
Y'all My Ni**as,0.721,0.508,7,-7.694,1,0.253,0.00986,0.0,0.218,0.34,93.899,256000,2008
Summer On Smash,0.59,0.766,10,-5.834,0,0.185,0.0152,0.0,0.107,0.721,89.958,259813,2012
Cherry Wine,0.711,0.83,1,-3.707,0,0.169,0.291,0.0,0.201,0.462,96.066,356467,2012
Back When,0.47,0.907,10,-4.503,0,0.21,0.366,0.0,0.127,0.662,93.211,202093,2012
Caterpillar (feat. Eminem & King Green),0.706,0.745,10,-5.97,0,0.441,0.136,0.0,0.268,0.598,91.08,283077,2018
"You Gon’ Learn (feat. Royce Da 5'9"" & White Gold)",0.68,0.82,4,-4.197,0,0.151,0.0614,0.0,0.597,0.243,140.033,234653,2020
"Lean Wit It, Rock Wit It",0.886,0.62,5,-5.854,1,0.307,0.082,0.0,0.1,0.6,76.035,229813,2006
Oh I Think Dey Like Me,0.846,0.651,7,-10.007,1,0.334,0.000629,0.0,0.058,0.721,83.02,273880,2004
It Was A Good Day,0.795,0.745,5,-5.411,0,0.143,0.322,4.15e-05,0.221,0.811,82.383,260000,1992
"Big Subwoofer (feat. Snoop Dogg, Ice Cube, E-40 & Too $hort ) - Single Version",0.92,0.549,11,-5.912,0,0.257,0.0262,3.1e-06,0.196,0.709,90.004,241587,2021
The Gutter Shit,0.848,0.822,8,-2.998,1,0.322,0.0222,0.0,0.642,0.755,94.841,269573,2000
Until We Rich,0.877,0.781,0,-5.355,1,0.0631,0.0437,0.0,0.0875,0.873,89.683,254707,2000
You Can Do It,0.947,0.853,1,-4.489,0,0.164,0.000931,0.0,0.0502,0.887,99.887,259088,2000
Pushin' Weight,0.826,0.836,10,-4.252,0,0.221,0.00398,0.0,0.108,0.556,91.788,274600,1998
Go To Church,0.726,0.757,0,-7.155,1,0.191,0.0254,0.0,0.702,0.679,83.979,231933,2008
I Got My Locs On,0.735,0.766,5,-7.137,0,0.0713,0.0131,0.0,0.346,0.903,137.03,223240,2008
It Takes A Nation,0.729,0.738,9,-5.325,0,0.277,0.0241,0.0,0.403,0.724,88.277,206200,2008
Gangsta Rap Made Me Do It,0.81,0.745,10,-5.431,0,0.097,0.00712,2.1e-05,0.321,0.388,87.019,281653,2008
Jack N The Box,0.603,0.787,2,-5.431,1,0.24,0.0134,0.0,0.173,0.289,82.203,262664,2008
Here He Come,0.774,0.66,1,-5.506,1,0.348,0.00134,0.0,0.114,0.27,148.249,272760,2008
Get Use To It,0.9,0.515,8,-7.838,0,0.381,0.0953,0.0,0.24,0.605,85.019,265107,2008
Tomorrow,0.874,0.735,7,-4.781,1,0.275,0.194,0.0,0.0745,0.898,95.971,220747,2008
Stand Tall,0.822,0.819,11,-6.453,0,0.16,0.167,0.387,0.104,0.843,90.93,226253,2008
Life In California,0.77,0.707,8,-3.422,1,0.205,0.092,0.0,0.119,0.231,94.936,242440,2010
She Couldn't Make It On Her Own,0.677,0.575,2,-5.706,1,0.132,0.0159,0.0,0.323,0.685,150.148,178933,2010
Too West Coast,0.728,0.952,2,-1.875,1,0.265,0.0734,0.0,0.284,0.351,85.054,178080,2010
I Rep The West,0.716,0.885,4,-3.944,0,0.303,0.00657,0.0,0.0928,0.568,93.029,271813,2010
No Country For Young Men,0.675,0.776,2,-4.159,1,0.257,0.182,0.0,0.535,0.846,174.03,253933,2010
Nothing Like L.A.,0.487,0.766,11,-6.068,0,0.276,0.0043,3.37e-06,0.357,0.666,115.885,200347,2010
All Day Everyday,0.872,0.784,1,-5.289,1,0.364,0.00182,5.51e-05,0.132,0.595,75.739,141240,2010
Ain't Got No Haters (feat. Too Short),0.776,0.925,11,-2.134,0,0.0792,0.0543,0.000427,0.189,0.715,95.951,206053,2018
That New Funkadelic,0.762,0.937,2,-3.035,1,0.0882,0.00227,3.16e-05,0.195,0.573,109.969,234347,2018
Don't Shoot (feat. ScHoolboy Q & Joyner Lucas),0.497,0.754,4,-5.764,0,0.342,0.0627,0.0,0.141,0.494,84.396,253042,2018
"Ain't My Girlfriend (feat. Ty Dolla $ign, French Montana, Joyner Lucas & Jeremih)",0.567,0.692,0,-5.113,1,0.215,0.0218,0.0,0.0868,0.215,178.415,256180,2016
"Left Hand (feat. The Underachievers, Kirk Knight, Nyck Caution & CJ Fly)",0.694,0.625,1,-6.599,1,0.0563,0.011,0.0,0.104,0.265,121.793,223320,2019
"It Ain't Easy, It Ain't Easy (feat. Nyck Caution, Kirk Knight, CJ Fly & AKTHESAVIOR)",0.809,0.597,10,-7.428,0,0.202,0.0429,4.5e-05,0.117,0.327,142.011,220960,2019
Ayy (feat. YG & Logic),0.821,0.622,1,-5.656,1,0.212,0.106,0.0,0.11,0.411,140.971,247007,2019
Gotta Get Dough (feat. Tee Cee4800),0.893,0.477,1,-13.307,0,0.0687,0.111,0.0,0.0949,0.198,96.972,228807,2013
"Only Right (feat. YG, Joe Moses & TeeCee4800)",0.706,0.708,1,-6.299,0,0.0382,0.0796,0.0,0.318,0.454,99.028,186747,2016
Hoes Come Easy,0.779,0.726,8,-6.94,1,0.0317,0.0489,0.0,0.656,0.451,98.016,166818,2015
Im 4rm Bompton,0.71,0.514,1,-9.402,1,0.047,0.0323,0.0,0.0769,0.14,95.006,174602,2013
This Yick (feat. Dom Kennedy & Joe Moses),0.813,0.519,1,-10.86,1,0.148,0.0111,0.0,0.0511,0.293,97.55,190198,2013
Bitchez (feat. Rj),0.834,0.667,9,-10.75,1,0.0845,0.000521,4.2e-06,0.648,0.581,100.521,224052,2013
Idgaf (feat. Will Claye),0.739,0.44,2,-11.458,1,0.72,0.00696,0.0,0.0604,0.444,200.262,202945,2013
Ride With Me,0.703,0.646,0,-7.594,1,0.0777,0.00619,0.0,0.335,0.297,150.142,116550,2020
L.A. Confidential,0.635,0.854,7,-4.168,1,0.222,0.00475,0.0,0.216,0.786,175.988,245400,2015
"Fuck the Police (feat. Av Lmkr, Ad & Glasses Malone)",0.802,0.829,10,-4.439,1,0.121,0.03,0.0,0.272,0.821,97.986,308571,2016
"Beamer, Benz, Or Bentley",0.652,0.671,4,-5.376,0,0.315,0.00402,2.89e-05,0.598,0.518,159.963,208387,2010
Gangsta Nation,0.843,0.7,9,-3.249,0,0.26,0.127,0.0,0.876,0.675,95.05,293053,2003
Salute Me,0.823,0.527,1,-7.278,1,0.375,0.253,0.0,0.277,0.376,93.013,187013,2017
Chiraq,0.74,0.544,10,-9.345,0,0.42,0.0345,0.0,0.62,0.501,146.085,263066,2014
Holy Ghost,0.77,0.77,1,-3.705,1,0.294,0.0564,0.0,0.0829,0.532,78.834,370253,2014
Computers,0.731,0.736,10,-4.817,0,0.0615,0.0907,0.0,0.282,0.646,139.987,373679,2015
Ain't Hard Enough (feat. Mozzy),0.494,0.8,1,-8.021,1,0.391,0.0267,3.87e-06,0.881,0.16,91.462,135682,2017
Tookie Knows II,0.852,0.486,2,-7.823,1,0.189,0.264,0.0,0.145,0.138,115.013,285347,2016
Real Bloods,0.829,0.64,0,-9.762,1,0.212,0.392,0.0,0.05,0.866,94.621,246253,2010
They Want My Spot,0.723,0.647,9,-10.739,1,0.418,0.226,0.0,0.445,0.525,87.754,188813,2010
Not for Sale (feat. Jay Worthy),0.458,0.462,11,-12.336,0,0.413,0.313,2.3e-05,0.0652,0.352,174.788,218182,2017
1993,0.614,0.481,9,-12.459,1,0.528,0.19,0.0,0.127,0.336,84.27,271125,2017
Boyz-N-The-Hood,0.753,0.707,8,-7.846,1,0.354,0.036,0.0,0.381,0.602,87.763,337347,2016
Real Muthaphuckkin' G's,0.724,0.853,11,-3.895,0,0.283,0.0164,0.0,0.65,0.775,170.51,332733,2007
Boyz-N-The-Hood - Remix,0.837,0.692,7,-4.251,1,0.337,0.0383,0.0,0.212,0.805,87.775,379733,1988
Eazy-Duz-It,0.827,0.728,2,-3.912,1,0.307,0.0768,0.0,0.237,0.692,90.872,259493,1988
Still a Nigga,0.797,0.563,1,-6.098,1,0.139,0.0556,1.83e-05,0.152,0.203,82.872,250533,1993
It's On,0.512,0.887,0,-4.245,1,0.345,0.0166,0.0,0.0764,0.649,78.752,305200,2005
"Ole School Shit (feat. Gangsta Dresta, B.G. Knocc Out & Sylk)",0.787,0.668,1,-5.335,0,0.0737,0.00122,0.0,0.0914,0.601,81.907,240880,1996
"Bones (feat. The Underachievers, Nyck Caution & Kirk Knight)",0.678,0.8,7,-6.277,1,0.369,0.0185,3.55e-06,0.163,0.744,120.064,208653,2019
Cocaine Dreamin (feat. Ball Greezy & Dave East),0.292,0.743,6,-5.732,0,0.148,0.143,0.000102,0.269,0.275,79.986,270354,2019
Westside Ygz,0.816,0.578,1,-9.146,1,0.298,0.00951,0.0,0.22,0.54,95.72,157224,2016
I'm A Threat,0.666,0.635,0,-6.262,1,0.338,0.223,0.0,0.0911,0.466,94.725,184040,2016
Full Fledge (feat. RJ),0.826,0.699,0,-5.992,1,0.169,0.0503,0.0,0.0826,0.287,92.039,256867,2016
Average Joe,0.74,0.733,9,-3.343,0,0.248,0.243,0.0,0.184,0.218,91.603,256048,2010
Int'l Players Anthem (I Choose You) (feat. Outkast),0.675,0.68,4,-5.01,0,0.256,0.0655,0.0,0.354,0.845,155.698,259040,2007
We Can Freak It,0.784,0.576,10,-8.171,0,0.157,0.00588,0.0,0.332,0.582,99.05,250040,1998
"My Moment (feat. 2 Chainz, Meek Mill and Jeremih)",0.456,0.76,1,-3.015,0,0.0988,0.0337,0.0,0.228,0.189,148.063,198920,2012
I Got 5 On It,0.6,0.706,10,-7.899,0,0.361,0.209,0.0,0.125,0.58,173.926,253533,1995
"Just Begun (feat. Jay Electronica, J. Cole and Mos Def)",0.629,0.787,7,-5.623,1,0.376,0.263,0.0,0.357,0.713,85.698,227373,2010
Flava in Ya Ear,0.763,0.541,9,-8.843,0,0.329,0.466,0.0,0.0693,0.885,90.032,217467,1994
Smoke Buddah,0.552,0.731,1,-7.497,1,0.509,0.0946,0.0,0.222,0.847,171.942,154480,1996
What's Your Fantasy (Featuring Shawna),0.915,0.79,6,-3.186,0,0.207,0.16,0.0,0.112,0.967,140.095,275907,2000
Phat Rabbit,0.816,0.818,9,-6.314,1,0.184,0.217,0.0,0.138,0.766,143.07,299827,2000
Rollout (My Business),0.921,0.668,7,-8.73,1,0.235,0.0949,0.0,0.592,0.892,131.059,296587,2001
Freaky Thangs,0.853,0.704,11,-5.795,1,0.154,0.121,0.0,0.811,0.657,113.817,332120,2001
Who I Am,0.699,0.834,7,-5.0,1,0.36,0.402,0.0,0.0942,0.641,74.867,163200,2022
Go 2 Sleep,0.85,0.587,7,-6.362,1,0.352,0.0132,0.0,0.439,0.537,141.025,310147,2001
Growing Pains,0.731,0.713,11,-6.442,0,0.262,0.0507,0.0,0.867,0.732,84.488,289173,2001
Move Bitch,0.777,0.764,1,-5.681,1,0.141,0.243,0.0,0.103,0.174,177.868,270867,2001
Keep It On The Hush,0.6,0.743,10,-5.996,0,0.489,0.287,0.0,0.342,0.806,77.407,286627,2001
Diamond In The Back,0.764,0.622,11,-6.355,0,0.249,0.43,0.0,0.144,0.671,161.486,252840,2003
Splash Waterfalls,0.734,0.846,11,-6.102,1,0.409,0.101,0.0,0.233,0.702,145.894,290760,2003
P-Poppin',0.907,0.831,9,-5.291,1,0.219,0.219,0.0,0.357,0.901,149.99,289267,2003
We Got,0.813,0.708,6,-5.311,0,0.134,0.187,0.0,0.119,0.353,148.828,261280,2003
Blueberry Yum Yum,0.962,0.637,9,-5.553,1,0.106,0.0368,0.022,0.156,0.311,126.707,235093,2004
Pimpin' All Over The World,0.495,0.883,11,-4.087,1,0.299,0.287,0.0,0.138,0.782,92.136,329627,2004
Grew Up A Screw Up,0.421,0.836,7,-4.773,1,0.297,0.0255,0.0,0.34,0.524,155.48,239547,2006
Slap,0.623,0.704,8,-4.802,1,0.0276,0.00906,0.0,0.163,0.473,114.007,280133,2006
One More Drink,0.511,0.752,10,-4.609,1,0.281,0.051,0.0,0.29,0.602,96.791,220827,2008
Call Up The Homies,0.531,0.834,9,-6.195,0,0.269,0.000977,0.0,0.216,0.637,90.955,243600,2008
Southern Gangsta,0.651,0.704,1,-5.564,1,0.273,0.000647,1.33e-05,0.105,0.6,155.808,273693,2008
Contagious,0.688,0.52,1,-9.894,0,0.424,0.602,0.0,0.168,0.443,82.809,150065,2021
MVP,0.52,0.919,7,-4.434,0,0.315,0.0145,4.23e-06,0.0539,0.769,84.794,229827,2008
I Do It For Hip Hop,0.508,0.722,4,-5.574,0,0.301,0.0147,2.12e-06,0.246,0.237,86.01,321920,2008
Sex Room,0.665,0.69,11,-5.856,1,0.0622,0.321,0.0,0.107,0.677,116.018,330440,2010
Tell Me A Secret,0.742,0.585,8,-6.726,1,0.104,0.049,0.0,0.0722,0.363,140.073,258920,2010
Everybody Wit Me,0.886,0.65,11,-7.515,1,0.0895,0.0864,0.0,0.208,0.182,122.781,124133,2010
Good Lovin,0.619,0.754,0,-5.231,1,0.232,0.294,3.48e-06,0.109,0.589,83.464,223440,2015
Charge It To The Rap Game,0.612,0.695,10,-9.28,0,0.388,0.0853,0.0,0.618,0.515,78.115,230227,2015
Oh (feat. Ludacris),0.8,0.496,7,-7.135,1,0.0506,0.000298,0.0,0.0697,0.357,128.29,256347,2004
Ya Heard,0.7,0.803,1,-3.188,1,0.43,0.138,0.0,0.0831,0.779,86.328,244747,2008
Criminology 2.5,0.755,0.908,8,-3.605,1,0.334,0.238,0.0,0.286,0.734,101.085,119520,2010
"Ice Cream (feat. Ghostface Killah, Method Man & Cappadonna)",0.683,0.902,1,-7.389,0,0.291,0.219,0.000761,0.226,0.724,90.447,253227,1995
Still Strugglin',0.731,0.701,1,-7.436,1,0.455,0.556,0.0,0.295,0.901,92.245,137253,2007
"Guillotine (Swordz) (feat. Ghostface Killah, Inspectah Deck & GZA (Genius))",0.873,0.728,5,-7.543,1,0.313,0.266,0.0,0.208,0.809,100.059,262973,1995
Iron Maiden,0.753,0.724,8,-6.524,1,0.331,0.37,0.00124,0.431,0.697,102.988,286653,1996
"Diesel Fluid (feat. Method Man, Trife Diesel & Cappadonna)",0.688,0.657,9,-8.551,1,0.219,0.00972,3.38e-06,0.866,0.734,87.183,247533,2011
"Legendary Weapons (feat. Ghostface, AZ, & M.O.P.)",0.648,0.747,8,-8.45,0,0.325,0.0832,0.0,0.191,0.89,98.761,201933,2011
Ante Up (Robbin Hoodz Theory),0.699,0.793,1,-4.856,1,0.268,0.00514,2.75e-06,0.7,0.929,94.138,248693,2000
Cold as Ice,0.656,0.88,11,-5.425,0,0.143,0.0421,0.0,0.294,0.758,85.565,244467,2000
Broad Daylight,0.534,0.957,10,-2.091,0,0.463,0.599,0.0,0.129,0.728,74.54,233314,2014
187,0.477,0.988,7,-2.841,1,0.308,0.167,0.0,0.747,0.339,93.75,170937,2014
Get Yours,0.733,0.86,1,-2.897,1,0.343,0.107,0.0,0.135,0.756,92.015,227421,2011
Rollin',0.497,0.84,1,-4.897,0,0.497,0.338,0.0,0.0642,0.816,86.39,260563,2011
Yeah,0.635,0.66,11,-6.446,0,0.587,0.338,0.0,0.374,0.592,138.194,198660,2019
"225 Rounds (feat. U-God, Cappadonna, Bronze Nazareth & RZA)",0.794,0.839,1,-8.227,1,0.276,0.0823,0.0,0.355,0.567,94.938,283600,2011
"C.R.E.A.M. (Cash Rules Everything Around Me) (feat. Method Man, Raekwon, Inspectah Deck & Buddha Monk)",0.479,0.549,11,-10.551,0,0.373,0.57,0.0235,0.127,0.576,180.985,252187,1993
"Triumph (feat. Ol' Dirty Bastard, Inspectah Deck, Method Man, Cappadonna, U-God, RZA, GZA, Masta Killa, Ghostface Killah & Raekwon)",0.739,0.639,2,-6.959,1,0.358,0.000918,2.74e-05,0.352,0.323,91.121,338187,1997
"Bring Da Ruckus (feat. RZA, Ghostface Killah, Raekwon & Inspectah Deck)",0.794,0.627,11,-9.431,1,0.36,0.233,0.0,0.35,0.518,87.554,251467,1993
Shadowboxin',0.704,0.642,1,-10.11,1,0.39,0.00704,1.43e-06,0.161,0.72,92.09,209973,1995
Above The Clouds,0.462,0.944,8,-2.938,1,0.315,0.312,0.000149,0.367,0.65,172.33,221627,1998
Oochie Wally - Remix,0.64,0.721,7,-6.955,1,0.322,0.0564,0.000842,0.774,0.714,93.346,297907,2000
Only You (feat. The Notorious B.I.G. & Mase) - Bad Boy Remix,0.754,0.523,8,-5.799,1,0.0434,0.00841,0.0,0.126,0.786,95.777,285453,2004
Grindin',0.797,0.521,1,-8.21,1,0.204,0.0118,0.0,0.564,0.391,103.985,306173,2014
Vice City (feat. Black Hippy),0.844,0.553,8,-7.284,0,0.356,0.156,1.32e-06,0.0816,0.511,114.939,283752,2015
Stop It,0.933,0.482,9,-10.223,1,0.391,0.119,3.23e-05,0.193,0.595,140.043,165333,2020
Nothing to Something,0.747,0.465,1,-7.853,1,0.172,0.0203,0.0,0.641,0.294,98.08,136227,2013
Get Off On Slauson,0.495,0.747,10,-8.307,0,0.424,0.313,0.0,0.189,0.705,97.064,235076,2015
Show N*ggas,0.514,0.565,1,-6.889,1,0.343,0.0764,0.0,0.0518,0.365,96.881,205976,2015
Feelin Myself,0.64,0.764,1,-5.859,1,0.23,0.0247,0.0,0.155,0.493,100.026,194456,2015
Talk to Em (feat. Wicked & Mil$),0.76,0.628,6,-7.181,1,0.426,0.139,0.0,0.517,0.822,92.087,221558,2017
Westside,0.804,0.495,0,-10.579,0,0.349,0.159,0.0,0.24,0.533,80.04,244981,2016
Really Out Here,0.738,0.62,0,-8.171,1,0.538,0.0298,0.0,0.157,0.55,82.7,248000,2020
G-Shit (feat. AR Madd),0.788,0.622,1,-8.756,1,0.288,0.0138,0.0,0.0996,0.332,97.01,200412,2020
One Time (feat. RJMrLA),0.79,0.622,9,-7.44,1,0.267,0.296,0.0,0.152,0.483,98.057,176255,2018
Back Goin Brazy (feat. Future),0.938,0.495,8,-6.258,1,0.105,0.00157,6.11e-05,0.185,0.173,130.033,207073,2018
I Got (Remix) [feat. Rjmrla],0.819,0.743,8,-5.109,1,0.181,0.266,0.0,0.0905,0.559,96.016,170000,2018
Blammer,0.788,0.593,1,-7.128,1,0.379,0.0677,3.66e-06,0.111,0.271,100.024,202757,2017
Brackin,0.776,0.663,6,-6.567,0,0.385,0.243,0.0,0.0886,0.458,99.946,187644,2017
Want Me Broke,0.819,0.569,11,-5.866,0,0.328,0.099,0.0,0.704,0.495,100.014,215855,2017
Not to Be (feat. YG),0.826,0.58,1,-8.577,0,0.247,0.119,9.99e-06,0.0828,0.594,110.904,131240,2017
Left and Right Side,0.905,0.445,4,-6.116,0,0.129,0.0901,1.9e-05,0.644,0.631,104.072,140574,2017
Hennebeeto (feat. ScHoolboy Q),0.668,0.598,1,-8.649,1,0.173,0.0392,5.65e-05,0.124,0.361,97.946,262040,2017
Into Something (feat. Earl Swavey),0.783,0.429,7,-7.332,1,0.0456,0.0842,0.000385,0.118,0.168,99.981,165591,2017
50,0.767,0.279,5,-13.693,0,0.323,0.739,6.44e-05,0.0873,0.19,111.902,154652,2017
Finally Getting Rich (feat. Joe Moses),0.659,0.678,1,-6.781,0,0.0571,0.231,1.19e-06,0.139,0.103,100.941,199615,2017
Numb to My Feelings (feat. The Game),0.788,0.633,0,-5.761,1,0.181,0.028,0.0,0.524,0.254,95.008,171786,2019
One More Day,0.901,0.565,2,-9.181,1,0.216,0.067,0.000332,0.169,0.604,102.991,140539,2021
I'm On It,0.608,0.501,1,-8.264,1,0.23,0.00849,0.103,0.119,0.349,180.025,138664,2017
Money Dance,0.601,0.529,11,-9.145,0,0.272,0.046,1.74e-06,0.084,0.443,113.305,198740,2017
"Wonder Why They Call You B*tch (feat. Kurupt, Snoop Dogg)",0.897,0.603,0,-7.619,0,0.0413,0.0227,0.0,0.514,0.432,95.506,205861,2012
Run Me My Money! - Explicit mix,0.786,0.469,2,-9.045,1,0.254,0.0113,0.0,0.0962,0.26,99.975,224914,2014
It's Regular,0.824,0.475,8,-6.738,0,0.147,0.0119,0.00569,0.129,0.204,101.497,262609,2017
Let 'Em Know,0.926,0.482,11,-8.941,0,0.0467,0.0813,3.54e-05,0.363,0.316,97.052,213159,2016
They Roll (feat. the Game),0.659,0.741,1,-4.553,0,0.21,0.255,0.0,0.425,0.427,87.05,209667,2013
Bootleg Cable,0.785,0.716,5,-6.952,0,0.232,0.0128,0.0,0.133,0.607,77.006,235302,2020
Famous (I'm The One) (feat. Yo Gotti & DeJ Loaf),0.432,0.612,11,-8.846,0,0.211,0.00185,0.0,0.308,0.253,88.716,205333,2018
So 4Real,0.699,0.632,1,-5.645,1,0.492,0.0827,0.0,0.21,0.235,89.851,153530,2016
Out Here Really,0.795,0.565,0,-9.472,1,0.156,0.0298,0.0,0.073,0.448,113.01,263363,2017
Afraid,0.447,0.606,6,-8.87,0,0.397,0.11,0.0,0.112,0.32,85.884,228000,2017
Colors,0.526,0.517,2,-10.912,1,0.472,0.0475,0.0,0.781,0.269,147.17,316735,2018
Thugz Mansion (feat. Ty Dolla $ign & YG),0.598,0.489,5,-9.307,0,0.0522,0.0192,0.0,0.151,0.145,89.983,186614,2018
Shine'n For Diamond,0.53,0.762,2,-5.185,1,0.319,0.204,0.0,0.113,0.376,175.519,113275,2019
Diamond Mind (with Nipsey Hussle & Ty Dolla $ign),0.512,0.802,4,-5.184,0,0.179,0.00261,0.0,0.16,0.177,161.147,293992,2022
When I Come Around,0.814,0.568,1,-7.482,1,0.308,0.0256,0.0,0.575,0.56,97.977,223339,2011
Lovers Anonymous,0.555,0.583,2,-5.13,1,0.41,0.503,0.0,0.269,0.401,107.17,180907,2020
P&P 1.5,0.55,0.692,6,-7.438,0,0.369,0.299,6.57e-06,0.198,0.593,146.453,361942,2010
One Eighty Seven (feat. Problem),0.774,0.642,6,-6.656,1,0.126,0.000523,0.0,0.107,0.265,139.996,209136,2013
Friend Like Me,0.422,0.646,2,-7.685,1,0.432,0.658,0.0,0.386,0.334,76.147,233306,2018
Mr. Get Dough,0.839,0.771,1,-6.669,0,0.298,0.0555,0.0,0.333,0.591,100.07,246306,2020
For the Bitches,0.727,0.7,0,-7.59,1,0.0388,0.136,0.0,0.392,0.503,102.96,205061,2018
VS (feat. Baby Punch),0.783,0.546,5,-6.565,1,0.217,0.528,0.0,0.169,0.254,100.023,194507,2014
Verbal Intercourse (feat. Ghostface Killah & Nas),0.814,0.663,1,-7.446,1,0.355,0.296,3.39e-06,0.16,0.52,93.014,211840,1995
Killer (feat. Drake),0.573,0.704,8,-7.45,0,0.297,0.0499,0.0,0.0821,0.371,76.409,199173,2013
Memories (feat. Kid Cudi),0.561,0.87,8,-6.103,1,0.343,0.0015,2.82e-06,0.246,0.498,129.98,210093,2009
Wave Gods,0.601,0.938,1,-4.382,1,0.282,0.0225,0.0,0.0508,0.762,87.129,190261,2021
Hail Mary,0.696,0.636,10,-6.915,0,0.335,0.158,1.28e-05,0.338,0.358,81.593,309800,1996
"Still, Pt. 2",0.757,0.527,8,-8.769,0,0.206,0.612,6.32e-06,0.135,0.398,119.807,160052,2019
White Tees,0.8,0.819,8,-3.859,1,0.375,0.114,0.0,0.0904,0.768,168.004,187200,2021
Average,0.826,0.599,8,-8.298,1,0.221,0.229,8.85e-06,0.253,0.541,128.027,101930,2020
Keep Ya Head Up,0.591,0.739,4,-6.451,1,0.429,0.141,0.0,0.48,0.613,172.414,263600,1998
2 Of Amerikaz Most Wanted,0.853,0.876,1,-3.415,1,0.131,0.0426,0.00202,0.0548,0.845,99.236,246667,1998
Temptations,0.621,0.38,8,-8.053,1,0.0453,0.0129,0.000141,0.289,0.0395,111.563,163438,2016
God Bless The Dead,0.825,0.762,2,-4.81,1,0.26,0.0832,1.02e-05,0.0753,0.603,95.965,262200,1998
Me Against The World,0.791,0.804,6,-3.865,1,0.221,0.0248,0.0301,0.48,0.765,91.938,279133,1995
So Many Tears,0.899,0.6,1,-7.451,1,0.154,0.0184,1.68e-05,0.0725,0.586,92.717,239227,1995
Troublesome '96,0.865,0.924,1,-3.489,1,0.226,0.145,4.43e-05,0.383,0.557,97.523,277267,1998
Brenda's Got A Baby,0.67,0.496,5,-14.029,0,0.0907,0.0275,0.0,0.104,0.713,166.758,233467,1991
I Ain't Mad At Cha,0.85,0.676,5,-4.224,0,0.209,0.0785,3.95e-05,0.361,0.606,85.05,293227,1998
I Get Around,0.84,0.717,10,-4.368,0,0.105,0.12,1.29e-05,0.298,0.675,96.224,258640,1998
California Love - Original Version,0.763,0.85,7,-3.052,1,0.0417,0.0304,1.21e-06,0.371,0.761,91.519,284907,1998
Picture Me Rollin',0.848,0.737,11,-4.587,0,0.14,0.115,0.0,0.287,0.457,95.908,314907,1998
How Long Will They Mourn Me?,0.81,0.613,1,-7.503,1,0.113,0.0624,0.0,0.353,0.45,87.042,232947,1994
Toss It Up,0.766,0.795,1,-4.378,0,0.266,0.067,0.0,0.113,0.567,92.053,306267,1996
Dear Mama,0.773,0.54,6,-7.123,1,0.103,0.371,0.0,0.131,0.322,84.115,280000,1995
All About U,0.927,0.746,2,-5.341,1,0.15,0.112,0.0,0.13,0.818,103.008,273160,1998
To Live & Die In L.A.,0.598,0.856,9,-6.204,0,0.306,0.219,0.0,0.291,0.779,173.929,272627,1998
Heartz Of Men,0.851,0.748,6,-4.481,1,0.113,0.0176,0.000984,0.316,0.498,92.458,281027,1998
"Yo Love - From ""Queen & Slim: The Soundtrack""",0.703,0.573,0,-9.032,1,0.0724,0.565,3.13e-06,0.0987,0.491,147.038,143830,2019
Blue Suede,0.415,0.745,7,-5.902,1,0.174,0.108,6.69e-05,0.526,0.468,84.926,218040,2014
I Might Need Security,0.514,0.693,9,-5.868,1,0.408,0.177,0.0,0.351,0.287,110.568,240640,2018
Sunshine,0.75,0.739,1,-5.739,1,0.321,0.128,0.0,0.268,0.475,91.184,265787,2004
Y'all Ready Know,0.717,0.854,0,-3.103,1,0.293,0.388,0.0,0.669,0.655,95.019,231307,2014
CAROLMART FEAT. ICE BILLION BERG,0.736,0.671,1,-7.764,1,0.0505,0.00535,0.0,0.108,0.505,155.131,164120,2019
John Wayne [Feat. Buzzy Lee],0.55,0.759,8,-6.901,0,0.0824,0.267,0.0,0.186,0.603,142.052,156333,2022
Left Hand,0.756,0.655,1,-6.856,1,0.112,0.153,0.0,0.369,0.352,140.002,211268,2021
Que Viva La Raza,0.84,0.496,1,-8.89,1,0.236,0.157,0.0,0.104,0.701,95.002,202971,2016
Watching Me (feat. Listo),0.842,0.369,8,-10.813,1,0.431,0.203,0.0,0.12,0.427,84.937,203521,2016
664/187 (Attempted Murder),0.863,0.354,0,-10.476,1,0.327,0.0394,0.0,0.25,0.517,88.957,216405,2021
El Llamado de las Calles,0.629,0.882,2,-2.726,0,0.0657,0.00924,0.0,0.11,0.602,76.494,219608,2022
Come with It,0.844,0.485,1,-9.14,1,0.333,0.649,0.0,0.103,0.428,99.022,213333,2021
Goapele (feat. YG),0.499,0.721,1,-6.737,1,0.36,0.526,0.0,0.111,0.56,93.666,269636,2017
Purified Thoughts,0.283,0.926,0,-1.868,1,0.303,0.0131,0.0,0.361,0.669,85.795,210560,2010
2getha Baby,0.572,0.868,11,-2.004,1,0.0752,0.341,0.0,0.372,0.688,99.859,181227,2010
